原序号,日期,时间,扭矩,钻压,转速,温度,倾角,方位角,重力和,磁强,磁倾,电压,深度,FPI,UCS,是否标记
4325,2025-04-10,19:55:05,373.00,10167.00,154.00,15.00,48.900,292.000,0.532,48.03,58.130,11.80,24.43,9720397.000,29899940.00,False
4329,2025-04-10,19:55:13,326.00,11727.00,142.00,15.00,48.620,102.900,0.538,48.17,30.500,11.80,24.44,9720397.000,29899940.00,False
4330,2025-04-10,19:55:15,272.00,11217.00,150.00,15.00,78.910,173.080,0.411,46.77,20.520,11.80,24.44,9720397.000,29899940.00,False
4331,2025-04-10,19:55:17,387.00,14728.00,155.00,15.00,82.280,319.730,0.406,48.59,36.230,11.80,24.45,9720397.000,29899940.00,False
4332,2025-04-10,19:55:19,380.00,10955.00,139.00,15.00,69.100,324.270,0.429,46.65,49.610,11.80,24.46,9720397.000,29899940.00,False
4333,2025-04-10,19:55:21,215.00,14916.00,158.00,15.00,58.930,-321.800,0.474,47.16,60.510,11.80,24.46,9720397.000,29899940.00,False
4334,2025-04-10,19:55:23,531.00,13030.00,140.00,15.00,52.230,-307.900,0.507,47.55,68.330,11.80,24.47,9720397.000,29899940.00,False
4335,2025-04-10,19:55:25,430.00,10110.00,131.00,15.00,48.880,15.430,0.541,46.46,72.400,11.80,24.48,9720397.000,29899940.00,False
4336,2025-04-10,19:55:27,276.00,13025.00,138.00,15.00,48.460,36.210,0.536,47.35,69.730,11.80,24.49,9720397.000,29899940.00,False
4337,2025-04-10,19:55:29,405.00,12627.00,138.00,15.00,52.010,36.520,0.510,47.93,65.380,11.80,24.49,9720397.000,29899940.00,False
4338,2025-04-10,19:55:31,319.00,14455.00,145.00,15.00,59.650,45.050,0.469,48.26,55.330,11.80,24.50,9720397.000,29899940.00,False
4339,2025-04-10,19:55:33,366.00,13161.00,150.00,15.00,59.250,260.180,0.468,48.25,30.140,11.80,24.51,9720397.000,29899940.00,False
4340,2025-04-10,19:55:35,298.00,14858.00,158.00,15.00,51.870,261.830,0.511,47.82,33.930,11.80,24.51,9720397.000,29899940.00,False
4341,2025-04-10,19:55:37,369.00,10344.00,146.00,15.00,48.630,265.530,0.537,47.43,39.350,11.80,24.52,9720397.000,29899940.00,False
4342,2025-04-10,19:55:39,366.00,14052.00,151.00,15.00,49.440,271.210,0.533,48.75,42.410,11.80,24.53,9720397.000,29899940.00,False
4343,2025-04-10,19:55:41,287.00,10042.00,147.00,15.00,52.290,280.520,0.511,46.93,48.800,11.80,24.54,9720397.000,29899940.00,False
4344,2025-04-10,19:55:43,348.00,14903.00,154.00,15.00,56.870,297.210,0.478,48.20,52.170,11.80,24.54,9720397.000,29899940.00,False
4345,2025-04-10,19:55:45,344.00,10079.00,151.00,15.00,66.720,315.980,0.440,46.05,50.730,11.80,24.55,9720397.000,29899940.00,False
4346,2025-04-10,19:55:47,362.00,13525.00,155.00,15.00,81.740,325.250,0.407,46.26,38.820,11.80,24.56,9720397.000,29899940.00,False
4347,2025-04-10,19:55:49,240.00,9055.00,149.00,15.00,79.360,154.700,0.407,44.76,23.590,11.80,24.56,9720397.000,29899940.00,False
4348,2025-04-10,19:55:51,434.00,10574.00,139.00,15.00,47.720,220.760,0.546,45.47,2.170,11.80,24.57,9720397.000,29899940.00,False
4349,2025-04-10,19:55:53,438.00,13977.00,154.00,15.00,51.260,226.050,0.518,46.12,7.260,11.80,24.58,9720397.000,29899940.00,False
4350,2025-04-10,19:55:55,337.00,14683.00,151.00,15.00,56.930,230.730,0.481,46.45,13.040,11.80,24.58,9720397.000,29899940.00,False
4351,2025-04-10,19:55:57,377.00,14695.00,155.00,15.00,68.370,246.150,0.433,46.41,24.840,11.80,24.59,9720397.000,29899940.00,False
4352,2025-04-10,19:55:59,377.00,13710.00,136.00,15.00,83.110,264.530,0.403,46.30,31.380,11.80,24.60,9720397.000,29899940.00,False
4353,2025-04-10,19:56:01,348.00,13090.00,158.00,15.00,78.810,54.230,0.408,46.62,38.590,11.80,24.61,9769860.000,30052090.00,False
4354,2025-04-10,19:56:03,326.00,13837.00,146.00,15.00,64.340,89.710,0.446,47.36,34.990,11.80,24.61,9769860.000,30052090.00,False
4355,2025-04-10,19:56:05,323.00,12435.00,149.00,15.00,53.970,106.790,0.496,47.12,26.930,11.80,24.62,9769860.000,30052090.00,False
4356,2025-04-10,19:56:07,312.00,13308.00,146.00,15.00,51.050,111.160,0.516,47.41,23.150,11.80,24.63,9769860.000,30052090.00,False
4357,2025-04-10,19:56:09,323.00,13279.00,143.00,15.00,70.350,174.050,0.425,47.70,11.240,11.80,24.63,9769860.000,30052090.00,False
4358,2025-04-10,19:56:11,305.00,14208.00,130.00,15.00,84.680,209.930,0.403,47.80,26.130,11.80,24.64,9769860.000,30052090.00,False
4359,2025-04-10,19:56:13,326.00,14571.00,134.00,15.00,76.300,-313.400,0.412,47.84,43.790,11.80,24.65,9769860.000,30052090.00,False
4360,2025-04-10,19:56:15,283.00,15861.00,141.00,15.00,64.350,-302.200,0.444,47.48,56.450,11.80,24.65,9769860.000,30052090.00,False
4361,2025-04-10,19:56:17,319.00,15518.00,142.00,15.00,54.540,13.500,0.491,47.74,65.760,11.80,24.66,9769860.000,30052090.00,False
4362,2025-04-10,19:56:19,341.00,15116.00,140.00,15.00,50.200,43.620,0.522,47.25,66.220,11.80,24.67,9769860.000,30052090.00,False
4363,2025-04-10,19:56:21,330.00,14457.00,133.00,15.00,49.660,52.900,0.526,47.07,64.360,11.80,24.68,9769860.000,30052090.00,False
4364,2025-04-10,19:56:23,265.00,14367.00,144.00,15.00,51.640,61.610,0.511,47.10,58.800,11.80,24.68,9769860.000,30052090.00,False
4365,2025-04-10,19:56:25,272.00,15530.00,138.00,15.00,56.460,68.450,0.480,47.39,50.530,11.80,24.69,9769860.000,30052090.00,False
4366,2025-04-10,19:56:27,330.00,14942.00,145.00,15.00,60.700,263.970,0.459,48.01,32.170,11.80,24.70,9769860.000,30052090.00,False
4367,2025-04-10,19:56:29,351.00,13570.00,140.00,15.00,55.750,266.070,0.485,48.31,34.950,11.80,24.70,9769860.000,30052090.00,False
4368,2025-04-10,19:56:31,276.00,12072.00,126.00,15.00,49.560,269.510,0.527,48.28,41.140,11.80,24.71,9769860.000,30052090.00,False
4369,2025-04-10,19:56:33,301.00,12447.00,115.00,15.00,47.790,304.010,0.545,53.96,59.960,11.80,24.72,9769860.000,30052090.00,False
4373,2025-04-10,19:56:41,269.00,13144.00,142.00,15.00,58.610,36.970,0.468,47.57,58.650,11.80,24.73,9769860.000,30052090.00,False
4374,2025-04-10,19:56:43,244.00,13176.00,141.00,15.00,69.640,31.780,0.427,47.76,48.810,11.80,24.73,9769860.000,30052090.00,False
4375,2025-04-10,19:56:45,229.00,14851.00,122.00,15.00,54.100,241.180,0.495,48.01,17.050,11.80,24.74,9769860.000,30052090.00,False
4376,2025-04-10,19:56:47,258.00,14080.00,134.00,15.00,51.400,248.820,0.512,48.33,22.220,11.80,24.75,9769860.000,30052090.00,False
4377,2025-04-10,19:56:49,276.00,14072.00,135.00,15.00,50.540,249.600,0.519,47.30,23.870,11.80,24.75,9769860.000,30052090.00,False
4378,2025-04-10,19:56:51,269.00,14691.00,139.00,15.00,55.960,259.410,0.483,47.43,30.910,11.80,24.76,9769860.000,30052090.00,False
4379,2025-04-10,19:56:53,262.00,13856.00,149.00,15.00,64.380,279.100,0.445,46.71,39.550,11.80,24.77,9769860.000,30052090.00,False
4380,2025-04-10,19:56:55,290.00,13429.00,144.00,15.00,77.420,288.390,0.410,46.82,36.130,11.80,24.77,9769860.000,30052090.00,False
4381,2025-04-10,19:56:57,283.00,13079.00,133.00,15.00,81.630,61.710,0.405,46.61,35.760,11.80,24.78,9769860.000,30052090.00,False
4382,2025-04-10,19:56:59,272.00,13561.00,153.00,15.00,69.450,103.970,0.427,46.57,28.610,11.80,24.79,9769860.000,30052090.00,False
4383,2025-04-10,19:57:01,298.00,13748.00,145.00,15.00,58.980,122.180,0.467,46.95,17.440,11.80,24.80,9769860.000,30052090.00,False
4384,2025-04-10,19:57:03,265.00,13023.00,149.00,15.00,57.610,196.530,0.474,47.35,0.070,11.80,24.80,9880100.000,30391188.00,False
4385,2025-04-10,19:57:05,233.00,14065.00,121.00,15.00,69.050,208.290,0.428,47.40,12.810,11.80,24.81,9880100.000,30391188.00,False
4386,2025-04-10,19:57:07,280.00,11583.00,149.00,15.00,79.450,249.050,0.408,47.63,27.490,11.80,24.82,9880100.000,30391188.00,False
4387,2025-04-10,19:57:09,254.00,11959.00,131.00,15.00,73.660,-303.400,0.417,47.83,46.860,11.80,24.82,9880100.000,30391188.00,False
4388,2025-04-10,19:57:11,244.00,12738.00,148.00,15.00,66.960,21.060,0.435,47.16,53.120,11.80,24.83,9880100.000,30391188.00,False
4389,2025-04-10,19:57:13,254.00,13725.00,140.00,15.00,57.840,43.520,0.473,47.12,58.310,11.80,24.84,9880100.000,30391188.00,False
4390,2025-04-10,19:57:15,280.00,13224.00,149.00,15.00,53.190,63.860,0.501,46.87,56.390,11.80,24.85,9880100.000,30391188.00,False
4391,2025-04-10,19:57:17,272.00,15140.00,150.00,15.00,52.100,74.470,0.508,46.57,52.300,11.80,24.85,9880100.000,30391188.00,False
4392,2025-04-10,19:57:19,301.00,13900.00,113.00,15.00,55.250,76.310,0.487,45.66,49.230,11.80,24.86,9880100.000,30391188.00,False
4393,2025-04-10,19:57:21,333.00,14062.00,131.00,15.00,73.920,264.300,0.417,46.48,31.480,11.80,24.87,9880100.000,30391188.00,False
4394,2025-04-10,19:57:23,269.00,14926.00,131.00,15.00,67.490,269.230,0.433,46.47,34.340,11.80,24.87,9880100.000,30391188.00,False
4395,2025-04-10,19:57:25,269.00,14035.00,124.00,15.00,54.330,274.740,0.492,47.14,42.910,11.80,24.88,9880100.000,30391188.00,False
4396,2025-04-10,19:57:27,272.00,14608.00,140.00,15.00,52.160,277.980,0.508,47.49,46.470,11.80,24.89,9880100.000,30391188.00,False
4397,2025-04-10,19:57:29,290.00,13992.00,126.00,15.00,51.600,287.740,0.511,48.08,52.570,11.80,24.89,9880100.000,30391188.00,False
4398,2025-04-10,19:57:31,265.00,15555.00,143.00,15.00,55.390,304.260,0.487,47.89,56.450,11.80,24.90,9880100.000,30391188.00,False
4399,2025-04-10,19:57:33,283.00,14220.00,134.00,15.00,58.430,324.940,0.470,48.28,58.650,11.80,24.91,9880100.000,30391188.00,False
4400,2025-04-10,19:57:35,269.00,14910.00,113.00,15.00,67.690,-302.500,0.433,48.05,52.660,11.80,24.92,9880100.000,30391188.00,False
4401,2025-04-10,19:57:37,276.00,15291.00,148.00,15.00,81.540,52.260,0.405,47.76,36.100,11.80,24.92,9880100.000,30391188.00,False
4402,2025-04-10,19:57:39,305.00,15755.00,139.00,15.00,74.950,135.540,0.415,47.56,20.530,11.80,24.93,9880100.000,30391188.00,False
4403,2025-04-10,19:57:41,323.00,15560.00,123.00,15.00,51.960,227.470,0.509,46.83,7.840,11.80,24.94,9880100.000,30391188.00,False
4404,2025-04-10,19:57:43,283.00,14985.00,133.00,15.00,54.890,235.910,0.489,47.19,14.420,11.80,24.94,9880100.000,30391188.00,False
4405,2025-04-10,19:57:45,319.00,14737.00,138.00,15.00,60.800,245.820,0.459,47.06,22.430,11.80,24.95,9880100.000,30391188.00,False
4406,2025-04-10,19:57:47,290.00,14617.00,149.00,15.00,72.980,269.980,0.418,46.53,33.160,11.80,24.96,9880100.000,30391188.00,False
4407,2025-04-10,19:57:49,298.00,15623.00,151.00,15.00,80.380,-306.600,0.406,47.20,40.510,11.80,24.96,9880100.000,30391188.00,False
4410,2025-04-10,19:57:55,283.00,14016.00,146.00,15.00,67.390,109.790,0.434,46.38,26.250,11.80,24.97,9880100.000,30391188.00,False
4411,2025-04-10,19:57:57,276.00,13682.00,145.00,15.00,58.010,123.150,0.472,46.59,16.820,11.80,24.98,9880100.000,30391188.00,False
4412,2025-04-10,19:57:59,272.00,13249.00,141.00,15.00,61.970,191.090,0.454,47.84,3.180,11.80,24.99,9880100.000,30391188.00,False
4413,2025-04-10,19:58:01,201.00,12934.00,155.00,15.00,74.560,203.580,0.416,47.63,16.770,11.80,24.99,9880100.000,30391188.00,False
4414,2025-04-10,19:58:03,254.00,13053.00,145.00,15.00,85.890,236.640,0.402,48.00,28.340,11.80,25.00,9180834.000,28240246.00,False
4415,2025-04-10,19:58:05,251.00,13417.00,149.00,15.00,73.270,-297.400,0.418,47.66,47.510,11.80,25.01,9180834.000,28240246.00,False
4416,2025-04-10,19:58:07,269.00,13832.00,136.00,15.00,58.490,23.950,0.470,46.84,61.450,11.80,25.01,9180834.000,28240246.00,False
4417,2025-04-10,19:58:09,287.00,13715.00,141.00,15.00,52.420,51.490,0.507,46.76,62.050,11.80,25.02,9180834.000,28240246.00,False
4418,2025-04-10,19:58:11,229.00,13491.00,144.00,15.00,50.470,56.100,0.520,46.24,63.150,11.80,25.03,9180834.000,28240246.00,False
4419,2025-04-10,19:58:13,283.00,12891.00,115.00,15.00,52.400,66.250,0.505,45.98,57.020,11.80,25.04,9180834.000,28240246.00,False
4420,2025-04-10,19:58:15,258.00,13111.00,123.00,15.00,58.610,67.210,0.470,46.36,50.180,11.80,25.04,9180834.000,28240246.00,False
4421,2025-04-10,19:58:17,272.00,13749.00,130.00,15.00,63.070,255.790,0.450,47.24,27.970,11.80,25.05,9180834.000,28240246.00,False
4422,2025-04-10,19:58:20,247.00,13921.00,125.00,15.00,54.790,260.540,0.492,47.33,32.180,11.80,25.06,9180834.000,28240246.00,False
4423,2025-04-10,19:58:22,233.00,14190.00,132.00,15.00,50.660,265.980,0.517,48.12,37.580,11.80,25.06,9180834.000,28240246.00,False
4424,2025-04-10,19:58:24,287.00,14153.00,147.00,15.00,51.140,266.240,0.512,47.75,37.890,11.80,25.07,9180834.000,28240246.00,False
4425,2025-04-10,19:58:26,269.00,15285.00,107.00,15.00,55.630,282.550,0.486,47.83,46.110,11.80,25.08,9180834.000,28240246.00,False
4426,2025-04-10,19:58:28,280.00,12958.00,142.00,15.00,63.190,305.070,0.449,47.58,49.630,11.80,25.08,9180834.000,28240246.00,False
4427,2025-04-10,19:58:30,265.00,14071.00,146.00,15.00,74.070,327.560,0.417,47.87,44.520,11.80,25.09,9180834.000,28240246.00,False
4428,2025-04-10,19:58:32,298.00,13826.00,118.00,15.00,83.250,51.520,0.403,46.77,35.750,11.80,25.10,9180834.000,28240246.00,False
4429,2025-04-10,19:58:34,323.00,12825.00,126.00,15.00,73.740,130.990,0.416,47.04,21.160,11.80,25.11,9180834.000,28240246.00,False
4430,2025-04-10,19:58:36,283.00,15173.00,114.00,15.00,49.690,211.200,0.525,46.19,-1.920,11.80,25.11,9180834.000,28240246.00,False
4431,2025-04-10,19:58:38,301.00,14197.00,127.00,15.00,56.670,217.130,0.480,46.71,5.870,11.80,25.12,9180834.000,28240246.00,False
4432,2025-04-10,19:58:40,265.00,14430.00,148.00,15.00,67.860,232.480,0.432,46.95,19.040,11.80,25.13,9180834.000,28240246.00,False
4433,2025-04-10,19:58:42,276.00,14104.00,151.00,15.00,77.380,243.710,0.410,47.06,26.220,11.80,25.13,9180834.000,28240246.00,False
4434,2025-04-10,19:58:44,254.00,13209.00,146.00,15.00,81.160,6.140,0.406,47.77,39.480,11.80,25.14,9180834.000,28240246.00,False
4435,2025-04-10,19:58:46,254.00,13490.00,153.00,15.00,68.630,53.810,0.431,47.12,45.830,11.80,25.15,9180834.000,28240246.00,False
4436,2025-04-10,19:58:48,272.00,13124.00,152.00,15.00,57.940,76.530,0.473,48.31,44.440,11.80,25.15,9180834.000,28240246.00,False
4437,2025-04-10,19:58:50,298.00,12920.00,142.00,15.00,51.180,92.370,0.513,47.53,39.270,11.80,25.16,9180834.000,28240246.00,False
4438,2025-04-10,19:58:52,262.00,13981.00,135.00,15.00,50.340,99.630,0.522,47.83,33.160,11.80,25.17,9180834.000,28240246.00,False
4439,2025-04-10,19:58:54,276.00,13838.00,130.00,15.00,78.630,194.030,0.409,46.81,20.440,11.80,25.18,9180834.000,28240246.00,False
4440,2025-04-10,19:58:56,280.00,14927.00,134.00,15.00,79.270,297.290,0.407,47.22,36.600,11.80,25.18,9180834.000,28240246.00,False
4441,2025-04-10,19:58:58,287.00,13246.00,151.00,15.00,66.210,300.830,0.439,46.35,46.920,11.80,25.19,9180834.000,28240246.00,False
4442,2025-04-10,19:59:00,272.00,12811.00,133.00,15.00,56.440,307.130,0.481,46.38,57.740,11.80,25.20,9180834.000,28240246.00,False
4443,2025-04-10,19:59:02,254.00,12990.00,139.00,15.00,50.680,304.020,0.518,46.53,62.700,11.80,25.20,9005871.000,27702058.00,False
4444,2025-04-10,19:59:04,251.00,13573.00,139.00,15.00,52.600,319.070,0.505,46.83,64.630,11.80,25.21,9005871.000,27702058.00,False
4445,2025-04-10,19:59:06,269.00,13206.00,139.00,15.00,54.420,327.660,0.492,46.97,64.290,11.80,25.22,9005871.000,27702058.00,False
4446,2025-04-10,19:59:08,308.00,14797.00,145.00,15.00,62.500,1.790,0.452,47.63,58.310,11.80,25.23,9005871.000,27702058.00,False
4447,2025-04-10,19:59:10,290.00,14382.00,149.00,15.00,75.460,35.210,0.413,47.93,42.910,11.80,25.23,9005871.000,27702058.00,False
4448,2025-04-10,19:59:12,280.00,15037.00,140.00,15.00,80.610,81.210,0.406,47.96,32.440,11.80,25.24,9005871.000,27702058.00,False
4449,2025-04-10,19:59:14,305.00,15067.00,140.00,15.00,51.160,232.370,0.516,47.85,9.760,11.80,25.25,9005871.000,27702058.00,False
4450,2025-04-10,19:59:16,323.00,15342.00,134.00,15.00,52.460,236.610,0.507,47.61,13.560,11.80,25.25,9005871.000,27702058.00,False
4451,2025-04-10,19:59:18,316.00,14585.00,127.00,15.00,58.700,244.680,0.470,46.92,21.470,11.80,25.26,9005871.000,27702058.00,False
4452,2025-04-10,19:59:20,290.00,13789.00,148.00,15.00,69.510,258.480,0.426,46.62,29.580,11.80,25.27,9005871.000,27702058.00,False
4453,2025-04-10,19:59:22,298.00,13967.00,142.00,15.00,79.710,275.490,0.407,46.78,32.980,11.80,25.27,9005871.000,27702058.00,False
4454,2025-04-10,19:59:24,326.00,13805.00,133.00,15.00,78.010,62.970,0.410,46.79,37.550,11.80,25.28,9005871.000,27702058.00,False
4455,2025-04-10,19:59:26,305.00,13786.00,142.00,15.00,66.100,88.570,0.438,47.01,35.210,11.80,25.29,9005871.000,27702058.00,False
4456,2025-04-10,19:59:28,312.00,14730.00,140.00,15.00,58.040,106.450,0.472,47.47,26.600,11.80,25.30,9005871.000,27702058.00,False
4457,2025-04-10,19:59:30,272.00,13593.00,138.00,15.00,52.260,117.060,0.509,48.39,17.620,11.80,25.30,9005871.000,27702058.00,False
4458,2025-04-10,19:59:32,276.00,13088.00,129.00,15.00,74.230,197.360,0.416,48.03,15.610,11.80,25.31,9005871.000,27702058.00,False
4459,2025-04-10,19:59:34,283.00,11641.00,152.00,15.00,84.470,280.530,0.403,47.85,31.910,11.80,25.32,9005871.000,27702058.00,False
4460,2025-04-10,19:59:36,237.00,12075.00,155.00,15.00,72.880,-325.100,0.419,47.32,46.490,11.80,25.32,9005871.000,27702058.00,False
4461,2025-04-10,19:59:38,294.00,12924.00,144.00,15.00,61.470,-308.500,0.455,47.25,59.280,11.80,25.33,9005871.000,27702058.00,False
4462,2025-04-10,19:59:40,276.00,12291.00,148.00,15.00,53.770,8.620,0.498,46.43,67.860,11.80,25.34,9005871.000,27702058.00,False
4463,2025-04-10,19:59:42,254.00,12772.00,151.00,15.00,51.620,35.410,0.512,46.01,67.640,11.80,25.35,9005871.000,27702058.00,False
4464,2025-04-10,19:59:44,265.00,12258.00,141.00,15.00,50.870,43.350,0.518,46.00,66.770,11.80,25.35,9005871.000,27702058.00,False
4465,2025-04-10,19:59:46,276.00,13229.00,147.00,15.00,55.140,45.100,0.490,46.46,61.340,11.80,25.36,9005871.000,27702058.00,False
4466,2025-04-10,19:59:48,308.00,13703.00,148.00,15.00,62.040,54.190,0.456,46.92,51.560,11.80,25.37,9005871.000,27702058.00,False
4467,2025-04-10,19:59:50,269.00,13003.00,149.00,15.00,58.340,250.210,0.471,46.79,25.150,11.80,25.37,9005871.000,27702058.00,False
4468,2025-04-10,19:59:52,280.00,13036.00,135.00,15.00,54.180,258.510,0.495,47.30,30.930,11.80,25.38,9005871.000,27702058.00,False
4469,2025-04-10,19:59:54,308.00,13313.00,145.00,15.00,50.420,258.690,0.521,47.47,32.020,11.80,25.39,9005871.000,27702058.00,False
4470,2025-04-10,19:59:56,333.00,13921.00,146.00,15.00,51.180,264.850,0.515,47.92,36.570,11.80,25.39,9005871.000,27702058.00,False
4471,2025-04-10,19:59:58,301.00,14181.00,149.00,15.00,57.870,276.300,0.473,47.96,40.790,11.80,25.40,32380206.000,99601512.00,False
4472,2025-04-10,20:00:00,326.00,15134.00,145.00,15.00,70.180,297.860,0.426,47.52,42.130,11.80,25.41,32380206.000,99601512.00,False
4473,2025-04-10,20:00:02,344.00,14767.00,147.00,15.00,80.760,3.350,0.408,47.25,40.310,11.80,25.42,32380206.000,99601512.00,False
4474,2025-04-10,20:00:04,308.00,13781.00,147.00,15.00,81.150,89.430,0.406,46.70,32.040,11.80,25.42,32380206.000,99601512.00,False
4475,2025-04-10,20:00:06,409.00,13544.00,141.00,15.00,67.520,134.560,0.433,46.13,17.150,11.80,25.43,32380206.000,99601512.00,False
4476,2025-04-10,20:00:08,323.00,13622.00,144.00,15.00,54.880,196.890,0.493,46.36,-1.660,11.80,25.44,32380206.000,99601512.00,False
4477,2025-04-10,20:00:10,330.00,13879.00,140.00,15.00,57.110,205.580,0.478,46.52,2.470,11.80,25.44,32380206.000,99601512.00,False
4478,2025-04-10,20:00:12,308.00,13891.00,146.00,15.00,68.800,213.400,0.428,46.86,14.240,11.80,25.45,32380206.000,99601512.00,False
4479,2025-04-10,20:00:14,326.00,15337.00,147.00,15.00,81.590,281.800,0.406,47.76,32.890,11.80,25.46,32380206.000,99601512.00,False
4480,2025-04-10,20:00:16,269.00,14332.00,156.00,15.00,76.230,9.370,0.414,48.21,44.110,11.80,25.46,32380206.000,99601512.00,False
4481,2025-04-10,20:00:18,294.00,12471.00,151.00,15.00,65.120,54.470,0.444,48.32,47.760,11.80,25.47,32380206.000,99601512.00,False
4482,2025-04-10,20:00:20,316.00,12725.00,149.00,15.00,56.260,76.080,0.482,48.24,46.200,11.80,25.48,32380206.000,99601512.00,False
4483,2025-04-10,20:00:22,219.00,10410.00,160.00,15.00,52.990,82.910,0.504,47.55,45.260,11.80,25.49,32380206.000,99601512.00,False
4574,2025-04-10,20:03:25,240.00,12868.00,143.00,15.00,51.780,295.220,0.499,48.41,56.140,11.80,25.49,32380206.000,99601512.00,False
4575,2025-04-10,20:03:27,319.00,11017.00,143.00,15.00,59.580,312.100,0.466,47.92,54.900,11.80,25.50,32380206.000,99601512.00,True
4576,2025-04-10,20:03:29,276.00,12322.00,150.00,15.00,78.410,-305.100,0.411,48.19,41.910,11.80,25.51,32380206.000,99601512.00,False
4577,2025-04-10,20:03:31,330.00,13566.00,143.00,15.00,75.330,147.240,0.413,47.38,18.970,11.80,25.53,32380206.000,99601512.00,False
4578,2025-04-10,20:03:33,391.00,12145.00,147.00,15.00,50.160,214.140,0.523,47.23,-0.980,11.80,25.54,32380206.000,99601512.00,False
4579,2025-04-10,20:03:35,337.00,13620.00,152.00,15.00,54.210,218.580,0.496,47.03,4.490,11.80,25.55,32380206.000,99601512.00,False
4580,2025-04-10,20:03:37,244.00,13004.00,153.00,15.00,63.280,227.500,0.449,46.93,14.730,11.80,25.57,32380206.000,99601512.00,False
4581,2025-04-10,20:03:39,301.00,11493.00,151.00,15.00,75.500,243.140,0.414,46.25,26.180,11.80,25.58,32380206.000,99601512.00,False
4582,2025-04-10,20:03:41,254.00,12146.00,162.00,15.00,88.870,78.890,0.401,47.48,31.250,11.80,25.59,32380206.000,99601512.00,False
4583,2025-04-10,20:03:43,312.00,9526.00,149.00,15.00,73.020,40.290,0.420,46.81,45.310,11.80,25.61,5446388.500,16753091.00,False
4584,2025-04-10,20:03:45,341.00,10568.00,157.00,15.00,62.770,75.070,0.453,47.43,42.720,11.80,25.62,5446388.500,16753091.00,False
4585,2025-04-10,20:03:47,319.00,13299.00,160.00,15.00,53.910,87.710,0.497,48.49,40.390,11.80,25.63,5446388.500,16753091.00,False
4586,2025-04-10,20:03:49,201.00,15262.00,166.00,15.00,48.720,96.860,0.539,48.75,35.770,11.80,25.65,5446388.500,16753091.00,False
4589,2025-04-10,20:03:55,247.00,9624.00,137.00,15.00,65.770,296.970,0.441,44.92,47.470,11.80,25.66,5446388.500,16753091.00,False
4590,2025-04-10,20:03:57,459.00,11808.00,162.00,15.00,56.450,302.040,0.484,47.11,55.480,11.80,25.67,5446388.500,16753091.00,False
4591,2025-04-10,20:03:59,211.00,15436.00,162.00,15.00,50.670,297.500,0.526,47.69,59.170,11.80,25.69,5446388.500,16753091.00,False
4592,2025-04-10,20:04:01,254.00,8146.00,135.00,15.00,48.920,301.110,0.538,45.76,64.620,11.80,25.70,5446388.500,16753091.00,False
4593,2025-04-10,20:04:03,341.00,14037.00,146.00,15.00,52.620,317.220,0.504,48.57,62.890,11.80,25.71,5446388.500,16753091.00,False
4594,2025-04-10,20:04:05,359.00,8748.00,132.00,15.00,61.480,-314.800,0.461,47.24,58.830,11.80,25.73,5446388.500,16753091.00,False
4596,2025-04-10,20:04:09,208.00,13768.00,160.00,15.00,82.000,96.060,0.412,48.05,30.150,11.80,25.74,5446388.500,16753091.00,False
4597,2025-04-10,20:04:11,330.00,12035.00,146.00,15.00,50.090,227.830,0.526,47.90,6.260,11.80,25.75,5446388.500,16753091.00,False
4598,2025-04-10,20:04:13,420.00,11890.00,153.00,15.00,53.470,229.610,0.505,47.16,9.990,11.80,25.77,5446388.500,16753091.00,False
4599,2025-04-10,20:04:15,427.00,10599.00,147.00,15.00,59.700,235.020,0.467,47.01,16.340,11.80,25.78,5446388.500,16753091.00,False
4600,2025-04-10,20:04:17,362.00,10759.00,154.00,15.00,71.320,251.360,0.428,47.07,26.900,11.80,25.79,5446388.500,16753091.00,False
4601,2025-04-10,20:04:19,337.00,10354.00,152.00,15.00,83.110,-321.000,0.407,46.92,37.730,11.80,25.81,4791850.500,14739732.00,False
4602,2025-04-10,20:04:21,333.00,8811.00,152.00,15.00,74.470,62.830,0.420,46.41,40.150,11.80,25.82,4791850.500,14739732.00,False
4603,2025-04-10,20:04:23,326.00,8086.00,154.00,15.00,60.590,83.710,0.465,47.61,39.700,11.80,25.83,4791850.500,14739732.00,False
4607,2025-04-10,20:04:31,348.00,10903.00,155.00,15.00,48.170,219.360,0.541,46.50,0.760,11.80,25.85,4791850.500,14739732.00,False
4608,2025-04-10,20:04:33,308.00,11703.00,159.00,15.00,55.640,220.940,0.489,46.03,7.500,11.80,25.86,4791850.500,14739732.00,False
4609,2025-04-10,20:04:35,330.00,10457.00,154.00,15.00,69.660,231.050,0.430,46.51,19.910,11.80,25.87,4791850.500,14739732.00,False
4610,2025-04-10,20:04:37,395.00,12031.00,147.00,15.00,86.010,301.620,0.404,47.15,33.350,11.80,25.88,4791850.500,14739732.00,False
4611,2025-04-10,20:04:39,402.00,10725.00,148.00,15.00,75.560,60.280,0.416,47.47,39.120,11.80,25.90,4791850.500,14739732.00,False
4612,2025-04-10,20:04:41,366.00,11239.00,153.00,15.00,63.130,79.170,0.450,47.13,40.790,11.80,25.91,4791850.500,14739732.00,False
4613,2025-04-10,20:04:43,395.00,12000.00,155.00,15.00,53.740,96.510,0.500,48.38,33.870,11.80,25.92,4791850.500,14739732.00,False
