原序号,日期,时间,扭矩,钻压,转速,温度,倾角,方位角,重力和,磁强,磁倾,电压,深度,FPI,UCS,是否标记
4614,2025-04-10,20:04:45,373.00,11121.00,151.00,15.00,48.780,100.440,0.535,47.77,33.190,11.80,25.94,4791850.500,14739732.00,False
4615,2025-04-10,20:04:47,247.00,9843.00,151.00,15.00,50.270,103.480,0.522,46.07,31.650,11.80,25.95,4791850.500,14739732.00,False
4616,2025-04-10,20:04:49,290.00,13601.00,152.00,15.00,81.770,-321.500,0.403,47.99,38.080,11.80,25.96,4791850.500,14739732.00,False
4617,2025-04-10,20:04:51,456.00,10391.00,155.00,15.00,61.020,304.000,0.462,47.12,51.710,11.80,25.98,4791850.500,14739732.00,False
4618,2025-04-10,20:04:53,272.00,13843.00,158.00,15.00,54.790,303.140,0.495,46.79,57.700,11.80,25.99,4791850.500,14739732.00,False
4619,2025-04-10,20:04:55,420.00,10421.00,141.00,15.00,48.540,296.620,0.533,47.04,61.700,11.80,26.00,5508111.000,16942950.00,False
4620,2025-04-10,20:04:57,208.00,12284.00,145.00,15.00,47.450,291.840,0.549,46.82,60.890,11.80,26.02,5508111.000,16942950.00,False
4621,2025-04-10,20:04:59,434.00,11402.00,145.00,15.00,52.070,304.400,0.510,48.09,59.830,11.80,26.03,5508111.000,16942950.00,False
4622,2025-04-10,20:05:01,294.00,7408.00,144.00,15.00,64.440,313.880,0.446,46.62,51.720,11.80,26.04,5508111.000,16942950.00,False
4624,2025-04-10,20:05:05,305.00,12223.00,160.00,15.00,80.620,157.900,0.409,47.94,21.910,11.80,26.06,5508111.000,16942950.00,False
4625,2025-04-10,20:05:07,362.00,11400.00,161.00,15.00,45.050,218.100,0.567,46.88,-2.860,11.80,26.07,5508111.000,16942950.00,False
4626,2025-04-10,20:05:09,380.00,12065.00,150.00,15.00,51.250,216.420,0.518,46.17,1.820,11.80,26.08,5508111.000,16942950.00,False
4627,2025-04-10,20:05:11,416.00,12535.00,158.00,15.00,63.250,214.890,0.454,47.10,9.950,11.80,26.10,5508111.000,16942950.00,False
4628,2025-04-10,20:05:13,412.00,12211.00,159.00,15.00,80.400,226.730,0.408,47.34,24.700,11.80,26.11,5508111.000,16942950.00,False
4629,2025-04-10,20:05:15,452.00,11614.00,138.00,15.00,83.810,57.600,0.402,47.73,34.250,11.80,26.12,5508111.000,16942950.00,False
4630,2025-04-10,20:05:17,481.00,11203.00,147.00,15.00,66.160,71.650,0.441,48.61,40.930,11.80,26.14,5508111.000,16942950.00,False
4635,2025-04-10,20:05:27,373.00,10824.00,155.00,15.00,46.790,244.900,0.553,48.23,18.310,11.80,26.15,5508111.000,16942950.00,False
4636,2025-04-10,20:05:29,348.00,9090.00,143.00,15.00,47.300,247.600,0.544,47.09,22.150,11.80,26.16,5508111.000,16942950.00,False
4637,2025-04-10,20:05:31,215.00,11775.00,163.00,15.00,50.260,244.080,0.525,46.62,19.650,11.80,26.18,5508111.000,16942950.00,False
4638,2025-04-10,20:05:33,409.00,12294.00,164.00,15.00,60.120,254.600,0.462,46.10,28.320,11.80,26.19,5508111.000,16942950.00,False
4639,2025-04-10,20:05:35,391.00,11301.00,161.00,15.00,74.220,265.500,0.413,45.44,32.530,11.80,26.20,4370087.500,13442389.00,False
4640,2025-04-10,20:05:37,373.00,9839.00,147.00,15.00,84.510,73.990,0.404,45.40,34.090,11.80,26.22,4370087.500,13442389.00,False
4641,2025-04-10,20:05:39,219.00,10582.00,153.00,15.00,66.250,113.120,0.435,44.81,26.010,11.80,26.23,4370087.500,13442389.00,False
4642,2025-04-10,20:05:41,312.00,13136.00,155.00,15.00,53.370,118.630,0.503,46.83,18.050,11.80,26.24,4370087.500,13442389.00,False
4643,2025-04-10,20:05:43,323.00,12263.00,151.00,15.00,48.350,120.070,0.539,47.52,14.900,11.80,26.26,4370087.500,13442389.00,False
4644,2025-04-10,20:05:45,384.00,11232.00,147.00,15.00,70.330,170.560,0.427,47.84,11.320,11.80,26.27,4370087.500,13442389.00,False
4645,2025-04-10,20:05:47,326.00,11149.00,147.00,15.00,88.290,155.930,0.399,47.04,29.720,11.80,26.28,4370087.500,13442389.00,False
4646,2025-04-10,20:05:49,287.00,13949.00,149.00,15.00,72.110,-306.800,0.422,47.86,48.290,11.80,26.30,4370087.500,13442389.00,False
4647,2025-04-10,20:05:51,456.00,13704.00,152.00,15.00,57.950,5.770,0.473,48.25,62.380,11.80,26.31,4370087.500,13442389.00,False
4648,2025-04-10,20:05:53,434.00,12121.00,139.00,15.00,52.190,17.160,0.509,47.11,68.320,11.80,26.32,4370087.500,13442389.00,False
4649,2025-04-10,20:05:55,387.00,11102.00,136.00,15.00,46.450,35.650,0.558,46.38,72.700,11.80,26.34,4370087.500,13442389.00,False
4650,2025-04-10,20:05:57,287.00,11652.00,138.00,15.00,47.350,32.470,0.543,46.51,72.050,11.80,26.35,4370087.500,13442389.00,False
4651,2025-04-10,20:05:59,280.00,13177.00,155.00,15.00,51.000,28.070,0.516,47.86,67.710,11.80,26.36,4370087.500,13442389.00,False
4652,2025-04-10,20:06:01,434.00,11137.00,146.00,15.00,65.950,21.150,0.438,47.89,53.450,11.80,26.38,4370087.500,13442389.00,False
4653,2025-04-10,20:06:03,308.00,9984.00,133.00,15.00,51.480,253.260,0.505,47.32,26.800,11.80,26.39,4370087.500,13442389.00,False
4654,2025-04-10,20:06:05,290.00,12070.00,162.00,15.00,48.090,253.110,0.539,48.56,25.890,11.80,26.40,5268636.000,16206324.00,False
4655,2025-04-10,20:06:07,412.00,10758.00,159.00,15.00,43.670,252.570,0.572,48.09,26.710,11.80,26.42,5268636.000,16206324.00,False
4656,2025-04-10,20:06:10,362.00,10931.00,156.00,15.00,50.450,253.210,0.520,46.51,27.650,11.80,26.43,5268636.000,16206324.00,False
4657,2025-04-10,20:06:12,301.00,8602.00,150.00,15.00,57.410,253.280,0.476,45.07,28.430,11.80,26.44,5268636.000,16206324.00,False
4658,2025-04-10,20:06:14,215.00,11040.00,154.00,15.00,75.910,267.580,0.414,45.35,32.820,11.80,26.46,5268636.000,16206324.00,False
4662,2025-04-10,20:06:22,316.00,10709.00,135.00,15.00,58.470,261.690,0.456,48.17,31.100,11.80,26.47,5268636.000,16206324.00,False
4663,2025-04-10,20:06:24,369.00,10047.00,139.00,15.00,53.360,263.210,0.495,47.61,34.300,11.80,26.48,5268636.000,16206324.00,False
4664,2025-04-10,20:06:26,204.00,13289.00,133.00,15.00,48.830,262.050,0.531,48.07,34.860,11.80,26.50,5268636.000,16206324.00,False
4665,2025-04-10,20:06:28,359.00,13874.00,149.00,15.00,48.010,266.380,0.543,49.29,38.140,11.80,26.51,5268636.000,16206324.00,False
4666,2025-04-10,20:06:30,456.00,11531.00,147.00,15.00,50.080,268.970,0.520,48.39,39.920,11.80,26.52,5268636.000,16206324.00,False
4667,2025-04-10,20:06:32,369.00,11141.00,148.00,15.00,60.000,287.480,0.464,47.47,45.310,11.80,26.54,5268636.000,16206324.00,False
4668,2025-04-10,20:06:34,359.00,12420.00,157.00,15.00,76.340,305.490,0.411,47.35,39.470,11.80,26.55,5268636.000,16206324.00,False
4669,2025-04-10,20:06:36,366.00,13740.00,161.00,15.00,83.610,101.100,0.403,46.93,30.050,11.80,26.56,5268636.000,16206324.00,False
4670,2025-04-10,20:06:38,351.00,9976.00,150.00,15.00,69.950,137.520,0.423,45.84,17.860,11.80,26.58,5268636.000,16206324.00,False
4671,2025-04-10,20:06:40,355.00,9815.00,153.00,15.00,48.280,206.720,0.539,45.90,-4.950,11.80,26.59,5268636.000,16206324.00,False
4672,2025-04-10,20:06:42,290.00,9741.00,155.00,15.00,55.020,206.000,0.488,46.00,0.850,11.80,26.60,5068781.000,15591570.00,False
4673,2025-04-10,20:06:44,262.00,11059.00,158.00,15.00,66.690,214.100,0.435,46.61,12.610,11.80,26.62,5068781.000,15591570.00,False
4674,2025-04-10,20:06:46,276.00,10556.00,160.00,15.00,82.960,228.370,0.403,46.14,27.180,11.80,26.63,5068781.000,15591570.00,False
4675,2025-04-10,20:06:48,265.00,10539.00,150.00,15.00,76.700,22.260,0.411,46.95,43.600,11.80,26.64,5068781.000,15591570.00,False
4676,2025-04-10,20:06:50,412.00,11477.00,145.00,15.00,64.430,55.220,0.441,47.15,48.660,11.80,26.65,5068781.000,15591570.00,False
4677,2025-04-10,20:06:52,369.00,11156.00,154.00,15.00,56.350,73.370,0.479,46.85,48.400,11.80,26.67,5068781.000,15591570.00,False
4678,2025-04-10,20:06:54,333.00,10952.00,157.00,15.00,49.190,89.270,0.528,46.43,44.290,11.80,26.68,5068781.000,15591570.00,False
4679,2025-04-10,20:06:56,377.00,10819.00,144.00,15.00,47.450,91.920,0.542,46.69,43.000,11.80,26.69,5068781.000,15591570.00,False
4680,2025-04-10,20:06:58,351.00,10429.00,150.00,15.00,52.060,90.040,0.508,45.91,41.960,11.80,26.71,5068781.000,15591570.00,False
4681,2025-04-10,20:07:00,405.00,10767.00,149.00,15.00,72.930,287.250,0.418,46.63,37.950,11.80,26.72,5068781.000,15591570.00,False
4686,2025-04-10,20:07:10,341.00,9240.00,153.00,15.00,74.280,318.210,0.416,44.49,45.330,11.80,26.73,5068781.000,15591570.00,False
4687,2025-04-10,20:07:12,287.00,9449.00,161.00,15.00,84.360,53.980,0.400,45.97,35.080,11.80,26.75,5068781.000,15591570.00,False
4688,2025-04-10,20:07:14,344.00,9766.00,152.00,15.00,71.380,124.120,0.422,46.28,22.010,11.80,26.76,5068781.000,15591570.00,False
4689,2025-04-10,20:07:16,380.00,10268.00,153.00,15.00,58.730,131.270,0.466,46.50,12.440,11.80,26.77,5068781.000,15591570.00,False
4690,2025-04-10,20:07:18,337.00,10572.00,153.00,15.00,57.220,190.540,0.473,46.69,-1.080,11.80,26.79,5068781.000,15591570.00,False
4691,2025-04-10,20:07:20,362.00,10697.00,158.00,15.00,68.970,199.030,0.429,47.00,11.090,11.80,26.80,5001305.000,15384014.00,False
4692,2025-04-10,20:07:22,344.00,10313.00,157.00,15.00,86.340,236.860,0.398,46.62,29.170,11.80,26.81,5001305.000,15384014.00,False
4693,2025-04-10,20:07:24,298.00,11232.00,155.00,15.00,73.950,13.370,0.415,46.37,46.990,11.80,26.83,5001305.000,15384014.00,False
4694,2025-04-10,20:07:26,319.00,11142.00,147.00,15.00,58.090,44.480,0.467,46.85,57.570,11.80,26.84,5001305.000,15384014.00,False
4695,2025-04-10,20:07:28,402.00,11225.00,156.00,15.00,53.640,54.450,0.492,47.46,58.550,11.80,26.85,5001305.000,15384014.00,False
4696,2025-04-10,20:07:30,373.00,9964.00,141.00,15.00,49.570,64.710,0.523,46.66,59.520,11.80,26.87,5001305.000,15384014.00,False
4697,2025-04-10,20:07:32,305.00,12567.00,143.00,15.00,50.730,67.330,0.514,46.90,56.650,11.80,26.88,5001305.000,15384014.00,False
4698,2025-04-10,20:07:34,398.00,11870.00,144.00,15.00,55.700,61.110,0.481,47.79,53.570,11.80,26.89,5001305.000,15384014.00,False
4702,2025-04-10,20:07:42,344.00,10813.00,138.00,15.00,84.150,203.810,0.399,47.59,24.980,11.80,26.91,5001305.000,15384014.00,False
4703,2025-04-10,20:07:44,373.00,11011.00,147.00,15.00,73.100,39.240,0.414,47.70,44.040,11.80,26.92,5001305.000,15384014.00,False
4704,2025-04-10,20:07:46,398.00,11683.00,144.00,15.00,60.280,53.740,0.457,48.63,51.220,11.80,26.93,5001305.000,15384014.00,False
4705,2025-04-10,20:07:48,412.00,11664.00,146.00,15.00,51.020,74.840,0.512,48.27,50.650,11.80,26.95,5001305.000,15384014.00,False
4706,2025-04-10,20:07:50,420.00,11702.00,139.00,15.00,46.660,83.070,0.545,47.72,49.830,11.80,26.96,5001305.000,15384014.00,False
4707,2025-04-10,20:07:52,395.00,11703.00,149.00,15.00,48.560,81.730,0.529,47.53,49.100,11.80,26.97,5001305.000,15384014.00,False
4708,2025-04-10,20:07:54,391.00,10676.00,147.00,15.00,71.250,283.930,0.417,47.30,36.870,11.80,26.99,5001305.000,15384014.00,False
4801,2025-04-10,20:11:01,287.00,9996.00,146.00,15.00,48.260,242.050,0.529,46.47,16.800,11.80,27.00,3292329.250,10127205.00,True
4802,2025-04-10,20:11:03,337.00,8994.00,154.00,15.00,51.170,244.190,0.508,46.88,18.820,11.80,27.02,3292329.250,10127205.00,False
4803,2025-04-10,20:11:05,308.00,8655.00,152.00,15.00,58.760,250.680,0.463,45.86,25.320,11.80,27.03,3292329.250,10127205.00,False
4804,2025-04-10,20:11:07,298.00,9591.00,159.00,15.00,72.950,262.110,0.413,46.07,30.350,11.80,27.05,3292329.250,10127205.00,False
4805,2025-04-10,20:11:09,298.00,9732.00,158.00,15.00,85.310,13.390,0.395,45.55,36.130,11.80,27.07,3292329.250,10127205.00,False
4806,2025-04-10,20:11:11,305.00,10504.00,157.00,15.00,71.300,86.960,0.415,46.52,33.790,11.80,27.08,3292329.250,10127205.00,False
4807,2025-04-10,20:11:13,283.00,10469.00,154.00,15.00,58.170,103.340,0.463,46.96,28.110,11.80,27.10,3292329.250,10127205.00,False
4808,2025-04-10,20:11:15,402.00,10881.00,148.00,15.00,50.240,109.560,0.514,47.62,23.300,11.80,27.11,3292329.250,10127205.00,False
4809,2025-04-10,20:11:17,301.00,10321.00,150.00,15.00,71.230,168.040,0.415,46.94,12.210,11.80,27.13,3292329.250,10127205.00,False
4810,2025-04-10,20:11:19,362.00,10150.00,144.00,15.00,84.290,248.270,0.394,46.61,28.780,11.80,27.15,3292329.250,10127205.00,False
4811,2025-04-10,20:11:21,373.00,10402.00,146.00,15.00,70.610,322.730,0.416,46.34,47.280,11.80,27.16,3292329.250,10127205.00,False
4812,2025-04-10,20:11:23,362.00,10822.00,143.00,15.00,56.820,327.550,0.471,47.02,60.870,11.80,27.18,3292329.250,10127205.00,False
4813,2025-04-10,20:11:25,369.00,10609.00,146.00,15.00,50.630,-324.200,0.511,47.24,67.640,11.80,27.20,3292329.250,10127205.00,False
4814,2025-04-10,20:11:27,416.00,11503.00,146.00,15.00,47.620,-324.600,0.532,48.03,70.120,11.80,27.21,5660435.500,17411500.00,False
4823,2025-04-10,20:11:45,312.00,11448.00,158.00,15.00,66.910,65.640,0.423,47.07,42.650,11.80,27.23,5660435.500,17411500.00,False
4824,2025-04-10,20:11:47,341.00,11099.00,143.00,15.00,56.500,75.800,0.471,47.35,45.600,11.80,27.24,5660435.500,17411500.00,False
4825,2025-04-10,20:11:49,445.00,11248.00,145.00,15.00,49.320,86.570,0.522,47.97,43.520,11.80,27.26,5660435.500,17411500.00,False
4826,2025-04-10,20:11:51,405.00,12424.00,151.00,15.00,47.020,88.580,0.540,48.23,43.530,11.80,27.28,5660435.500,17411500.00,False
4827,2025-04-10,20:11:53,448.00,12947.00,143.00,15.00,49.260,92.670,0.517,47.80,38.570,11.80,27.29,5660435.500,17411500.00,False
4828,2025-04-10,20:11:55,448.00,11587.00,139.00,15.00,69.870,295.760,0.418,46.85,41.180,11.80,27.31,5660435.500,17411500.00,False
4829,2025-04-10,20:11:57,405.00,11798.00,145.00,15.00,55.190,287.890,0.477,47.83,48.250,11.80,27.33,5660435.500,17411500.00,False
4830,2025-04-10,20:11:59,412.00,11711.00,149.00,15.00,49.070,284.060,0.520,48.54,51.130,11.80,27.34,5660435.500,17411500.00,False
4831,2025-04-10,20:12:01,398.00,10901.00,141.00,15.00,47.140,285.860,0.534,48.24,54.770,11.80,27.36,5660435.500,17411500.00,False
4832,2025-04-10,20:12:03,341.00,11662.00,143.00,15.00,47.430,288.310,0.535,47.71,56.510,11.80,27.38,5660435.500,17411500.00,False
4833,2025-04-10,20:12:05,308.00,11734.00,163.00,15.00,54.140,298.640,0.482,47.53,54.640,11.80,27.39,5660435.500,17411500.00,False
4834,2025-04-10,20:12:07,366.00,10223.00,157.00,15.00,69.100,312.110,0.418,47.18,45.750,11.80,27.41,4956163.000,15245157.00,False
4835,2025-04-10,20:12:09,423.00,9791.00,165.00,15.00,86.230,200.760,0.394,46.29,27.210,11.80,27.42,4956163.000,15245157.00,False
4836,2025-04-10,20:12:11,323.00,10294.00,157.00,15.00,69.820,152.840,0.418,45.72,13.460,11.80,27.44,4956163.000,15245157.00,False
4837,2025-04-10,20:12:13,319.00,10142.00,155.00,15.00,47.640,213.870,0.532,45.38,-2.900,11.80,27.46,4956163.000,15245157.00,False
4838,2025-04-10,20:12:15,366.00,9145.00,150.00,15.00,53.690,216.010,0.488,45.53,2.900,11.80,27.47,4956163.000,15245157.00,False
4839,2025-04-10,20:12:17,412.00,10633.00,159.00,15.00,65.580,207.500,0.432,46.05,9.620,11.80,27.49,4956163.000,15245157.00,False
4840,2025-04-10,20:12:19,326.00,11055.00,161.00,15.00,84.520,217.140,0.394,47.22,25.760,11.80,27.51,4956163.000,15245157.00,False
4847,2025-04-10,20:12:33,312.00,10448.00,147.00,15.00,70.550,180.530,0.412,47.31,10.570,11.80,27.52,4956163.000,15245157.00,False
4848,2025-04-10,20:12:35,348.00,9418.00,144.00,15.00,86.930,30.110,0.390,47.76,32.410,11.80,27.54,4956163.000,15245157.00,False
4849,2025-04-10,20:12:37,373.00,10792.00,143.00,15.00,68.810,4.300,0.419,47.64,50.920,11.80,27.55,4956163.000,15245157.00,False
4850,2025-04-10,20:12:39,355.00,11347.00,152.00,15.00,55.470,21.800,0.473,48.18,62.760,11.80,27.57,4956163.000,15245157.00,False
4851,2025-04-10,20:12:41,402.00,11522.00,142.00,15.00,48.410,37.740,0.521,47.30,68.210,11.80,27.59,4956163.000,15245157.00,False
4852,2025-04-10,20:12:43,369.00,11547.00,148.00,15.00,47.160,46.240,0.531,47.56,67.480,11.80,27.60,3823964.000,11762513.00,False
4853,2025-04-10,20:12:45,402.00,10256.00,148.00,15.00,50.460,42.880,0.505,48.14,64.170,11.80,27.62,3823964.000,11762513.00,False
4854,2025-04-10,20:12:47,351.00,10804.00,147.00,15.00,58.410,28.980,0.457,47.74,59.030,11.80,27.64,3823964.000,11762513.00,False
4855,2025-04-10,20:12:49,312.00,9557.00,158.00,15.00,54.950,251.220,0.477,47.77,23.300,11.80,27.65,3823964.000,11762513.00,False
4856,2025-04-10,20:12:51,323.00,9356.00,157.00,15.00,48.200,249.490,0.525,47.68,21.860,11.80,27.67,3823964.000,11762513.00,False
4857,2025-04-10,20:12:53,298.00,9591.00,162.00,15.00,46.030,245.980,0.541,46.67,19.250,11.80,27.68,3823964.000,11762513.00,False
4858,2025-04-10,20:12:55,294.00,9471.00,156.00,15.00,50.620,249.410,0.501,45.85,23.490,11.80,27.70,3823964.000,11762513.00,False
4859,2025-04-10,20:12:57,369.00,9687.00,161.00,15.00,61.820,250.650,0.440,45.02,25.560,11.80,27.72,3823964.000,11762513.00,False
4860,2025-04-10,20:12:59,341.00,9599.00,147.00,15.00,79.530,239.490,0.393,45.02,26.490,11.80,27.73,3823964.000,11762513.00,False
4861,2025-04-10,20:13:01,204.00,7241.00,152.00,15.00,71.760,98.800,0.406,46.68,29.080,11.80,27.75,3823964.000,11762513.00,False
4866,2025-04-10,20:13:11,362.00,8415.00,152.00,15.00,62.450,228.890,0.439,45.01,14.820,11.80,27.77,3823964.000,11762513.00,False
4867,2025-04-10,20:13:13,333.00,7155.00,142.00,15.00,75.500,239.580,0.398,47.75,22.750,11.80,27.78,3823964.000,11762513.00,False
4868,2025-04-10,20:13:15,276.00,8759.00,152.00,15.00,80.710,5.350,0.393,46.83,39.320,11.80,27.80,3823964.000,11762513.00,False
4869,2025-04-10,20:13:17,337.00,8322.00,157.00,15.00,67.790,39.610,0.417,47.04,48.420,11.80,27.82,3118708.750,9593148.00,False
4870,2025-04-10,20:13:19,287.00,10246.00,165.00,15.00,55.010,61.200,0.469,46.02,54.770,11.80,27.83,3118708.750,9593148.00,False
4871,2025-04-10,20:13:21,258.00,8672.00,152.00,15.00,50.140,76.160,0.501,45.71,52.280,11.80,27.85,3118708.750,9593148.00,False
4872,2025-04-10,20:13:23,330.00,9722.00,140.00,15.00,50.270,78.530,0.503,45.78,50.470,11.80,27.86,3118708.750,9593148.00,False
4873,2025-04-10,20:13:25,341.00,10287.00,150.00,15.00,55.250,71.370,0.469,46.12,49.640,11.80,27.88,3118708.750,9593148.00,False
4874,2025-04-10,20:13:27,359.00,10358.00,141.00,15.00,64.500,259.790,0.427,46.57,28.880,11.80,27.90,3118708.750,9593148.00,False
4875,2025-04-10,20:13:29,452.00,11411.00,138.00,15.00,54.660,265.060,0.474,48.30,32.870,11.80,27.91,3118708.750,9593148.00,False
4876,2025-04-10,20:13:31,420.00,11436.00,138.00,15.00,48.370,265.110,0.514,47.76,36.450,11.80,27.93,3118708.750,9593148.00,False
4877,2025-04-10,20:13:33,330.00,13254.00,150.00,15.00,49.190,266.630,0.514,48.50,36.530,11.80,27.95,3118708.750,9593148.00,False
4878,2025-04-10,20:13:35,423.00,11041.00,138.00,15.00,56.260,278.210,0.465,48.23,40.820,11.80,27.96,3118708.750,9593148.00,False
4879,2025-04-10,20:13:37,395.00,11797.00,145.00,15.00,69.540,305.750,0.411,47.56,42.990,11.80,27.98,3118708.750,9593148.00,False
4880,2025-04-10,20:13:39,427.00,11005.00,145.00,15.00,84.460,-303.700,0.386,47.90,34.570,11.80,27.99,3118708.750,9593148.00,False
4881,2025-04-10,20:13:41,344.00,11188.00,142.00,15.00,73.900,113.720,0.399,47.25,23.960,11.80,28.01,3805719.250,11706392.00,False
4882,2025-04-10,20:13:43,409.00,11356.00,150.00,15.00,61.030,130.480,0.441,46.96,12.440,11.80,28.03,3805719.250,11706392.00,False
4883,2025-04-10,20:13:45,395.00,10984.00,162.00,15.00,54.820,192.840,0.471,47.51,-4.930,11.80,28.04,3805719.250,11706392.00,False
4884,2025-04-10,20:13:47,391.00,9535.00,159.00,15.00,70.750,205.790,0.409,46.89,12.650,11.80,28.06,3805719.250,11706392.00,False
4885,2025-04-10,20:13:49,333.00,10139.00,159.00,15.00,85.880,281.840,0.386,46.30,31.170,11.80,28.08,3805719.250,11706392.00,False
4889,2025-04-10,20:13:57,366.00,9301.00,138.00,15.00,66.420,88.760,0.423,46.38,33.680,11.80,28.09,3805719.250,11706392.00,False
4890,2025-04-10,20:13:59,308.00,10312.00,153.00,15.00,60.370,104.700,0.442,47.28,25.880,11.80,28.11,3805719.250,11706392.00,False
4891,2025-04-10,20:14:01,333.00,9217.00,151.00,15.00,52.280,113.370,0.484,47.31,19.450,11.80,28.12,3805719.250,11706392.00,False
4892,2025-04-10,20:14:03,344.00,8016.00,149.00,15.00,69.570,173.520,0.411,47.42,9.130,11.80,28.14,3805719.250,11706392.00,False
4893,2025-04-10,20:14:05,344.00,9141.00,158.00,15.00,83.340,257.000,0.387,47.06,28.370,11.80,28.16,3805719.250,11706392.00,False
4894,2025-04-10,20:14:07,333.00,9030.00,147.00,15.00,72.880,319.840,0.400,46.50,43.910,11.80,28.17,3805719.250,11706392.00,False
4895,2025-04-10,20:14:09,337.00,10275.00,157.00,15.00,59.300,-326.300,0.446,45.65,58.910,11.80,28.19,3805719.250,11706392.00,False
4896,2025-04-10,20:14:11,355.00,11503.00,155.00,15.00,50.760,-318.900,0.496,44.78,69.300,11.80,28.21,4415600.000,13582385.00,False
4897,2025-04-10,20:14:14,427.00,10411.00,152.00,15.00,46.910,-310.900,0.523,45.26,73.530,11.80,28.22,4415600.000,13582385.00,False
4898,2025-04-10,20:14:16,330.00,11519.00,162.00,15.00,47.620,-301.600,0.517,45.32,73.140,11.80,28.24,4415600.000,13582385.00,False
4899,2025-04-10,20:14:18,377.00,11319.00,157.00,15.00,52.390,-295.900,0.483,46.23,67.750,11.80,28.26,4415600.000,13582385.00,False
4900,2025-04-10,20:14:20,391.00,11598.00,146.00,15.00,66.650,8.870,0.417,46.72,52.910,11.80,28.27,4415600.000,13582385.00,False
4904,2025-04-10,20:14:28,355.00,10487.00,150.00,15.00,43.880,266.680,0.549,47.70,40.850,11.80,28.29,4415600.000,13582385.00,False
4905,2025-04-10,20:14:30,377.00,10616.00,157.00,15.00,44.910,263.970,0.538,46.76,38.090,11.80,28.30,4415600.000,13582385.00,False
4906,2025-04-10,20:14:32,373.00,11418.00,160.00,15.00,51.190,263.420,0.488,46.87,33.740,11.80,28.32,4415600.000,13582385.00,False
4907,2025-04-10,20:14:34,384.00,10794.00,153.00,15.00,76.040,263.040,0.393,46.47,29.000,11.80,28.34,4415600.000,13582385.00,False
